DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,#1,%1,#2,%2,#3,%3,#4,%4,#5,%5 
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",8,2013,All Students,39,279,19,48.7,17,43.6,2,5.1,1,2.6,3,7.7
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",8,2014,All Students,51,291,16,31.4,27,52.9,7,13.7,1,2,8,15.7
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",8,2015,All Students,47,280,24,51.1,20,42.6,3,6.4,0,0,3,6.4
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",All Grades,2013,All Students,141,282,69,48.9,64,45.4,6,4.3,2,1.4,8,5.7
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",All Grades,2014,All Students,139,285,57,41,68,48.9,12,8.6,2,1.4,14,10.1
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",All Grades,2015,All Students,136,286,54,39.7,68,50,12,8.8,2,1.5,14,10.3
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,3,2013,All Students,37,294,16,43.2,11,29.7,9,24.3,1,2.7,10,27
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,3,2014,All Students,27,295,10,37,6,22.2,11,40.7,0,0,11,40.7
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,3,2015,All Students,34,315,8,23.5,10,29.4,12,35.3,4,11.8,16,47.1
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,4,2013,All Students,16,317,2,12.5,5,31.3,6,37.5,3,18.8,9,56.3
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,4,2014,All Students,36,305,7,19.4,10,27.8,12,33.3,7,19.4,19,52.8
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,4,2015,All Students,18,305,4,22.2,7,38.9,5,27.8,2,11.1,7,38.9
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,5,2013,All Students,25,317,3,12,12,48,6,24,4,16,10,40
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,5,2014,All Students,15,326,3,20,2,13.3,3,20,7,46.7,10,66.7
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,5,2015,All Students,26,317,5,19.2,5,19.2,11,42.3,5,19.2,16,61.5
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,All Grades,2013,All Students,78,306,21,26.9,28,35.9,21,26.9,8,10.3,29,37.2
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,All Grades,2014,All Students,78,306,20,25.6,18,23.1,26,33.3,14,17.9,40,51.3
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,All Grades,2015,All Students,78,314,17,21.8,22,28.2,28,35.9,11,14.1,39,50
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,6,2013,All Students,27,280,11,40.7,15,55.6,1,3.7,0,0,1,3.7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,6,2014,All Students,22,292,9,40.9,10,45.5,1,4.5,2,9.1,3,13.6
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,6,2015,All Students,22,282,10,45.5,8,36.4,3,13.6,1,4.5,4,18.2
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,7,2013,All Students,40,277,19,47.5,17,42.5,3,7.5,1,2.5,4,10
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,7,2014,All Students,26,277,12,46.2,9,34.6,5,19.2,0,0,5,19.2
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,7,2015,All Students,27,278,12,44.4,12,44.4,3,11.1,0,0,3,11.1
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,8,2013,All Students,28,273,19,67.9,6,21.4,3,10.7,0,0,3,10.7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,8,2014,All Students,43,273,22,51.2,12,27.9,7,16.3,2,4.7,9,20.9
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,8,2015,All Students,25,284,11,44,7,28,6,24,1,4,7,28
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,All Grades,2013,All Students,95,277,49,51.6,38,40,7,7.4,1,1.1,8,8.4
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,All Grades,2014,All Students,91,279,43,47.3,31,34.1,13,14.3,4,4.4,17,18.7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,All Grades,2015,All Students,74,281,33,44.6,27,36.5,12,16.2,2,2.7,14,18.9
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",6,2013,All Students,66,287,26,39.4,33,50,2,3,5,7.6,7,10.6
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",6,2014,All Students,25,284,8,32,16,64,0,0,1,4,1,4
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",6,2015,All Students,27,281,15,55.6,7,25.9,2,7.4,3,11.1,5,18.5
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",7,2013,All Students,60,286,31,51.7,20,33.3,8,13.3,1,1.7,9,15
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",7,2014,All Students,53,292,17,32.1,24,45.3,12,22.6,0,0,12,22.6
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",7,2015,All Students,31,274,15,48.4,12,38.7,3,9.7,1,3.2,4,12.9
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",8,2013,All Students,77,289,30,39,38,49.4,6,7.8,3,3.9,9,11.7
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",8,2014,All Students,60,300,14,23.3,30,50,11,18.3,5,8.3,16,26.7
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",8,2015,All Students,56,295,18,32.1,20,35.7,16,28.6,2,3.6,18,32.1
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",All Grades,2013,All Students,203,288,87,42.9,91,44.8,16,7.9,9,4.4,25,12.3
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",All Grades,2014,All Students,138,294,39,28.3,70,50.7,23,16.7,6,4.3,29,21
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",All Grades,2015,All Students,114,286,48,42.1,39,34.2,21,18.4,6,5.3,27,23.7
01M361,THE CHILDREN'S WORKSHOP SCHOOL,3,2013,All Students,37,303,13,35.1,9,24.3,15,40.5,0,0,15,40.5
01M361,THE CHILDREN'S WORKSHOP SCHOOL,3,2014,All Students,35,308,9,25.7,8,22.9,17,48.6,1,2.9,18,51.4
01M361,THE CHILDREN'S WORKSHOP SCHOOL,3,2015,All Students,23,315,4,17.4,7,30.4,10,43.5,2,8.7,12,52.2
01M361,THE CHILDREN'S WORKSHOP SCHOOL,4,2013,All Students,40,300,12,30,18,45,6,15,4,10,10,25
01M361,THE CHILDREN'S WORKSHOP SCHOOL,4,2014,All Students,34,308,11,32.4,10,29.4,9,26.5,4,11.8,13,38.2
01M361,THE CHILDREN'S WORKSHOP SCHOOL,4,2015,All Students,34,317,6,17.6,12,35.3,6,17.6,10,29.4,16,47.1
01M361,THE CHILDREN'S WORKSHOP SCHOOL,5,2013,All Students,24,303,4,16.7,14,58.3,6,25,0,0,6,25
01M361,THE CHILDREN'S WORKSHOP SCHOOL,5,2014,All Students,35,300,11,31.4,13,37.1,6,17.1,5,14.3,11,31.4
01M361,THE CHILDREN'S WORKSHOP SCHOOL,5,2015,All Students,32,312,7,21.9,12,37.5,6,18.8,7,21.9,13,40.6
01M361,THE CHILDREN'S WORKSHOP SCHOOL,All Grades,2013,All Students,101,302,29,28.7,41,40.6,27,26.7,4,4,31,30.7
01M361,THE CHILDREN'S WORKSHOP SCHOOL,All Grades,2014,All Students,104,306,31,29.8,31,29.8,32,30.8,10,9.6,42,40.4
01M361,THE CHILDREN'S WORKSHOP SCHOOL,All Grades,2015,All Students,89,315,17,19.1,31,34.8,22,24.7,19,21.3,41,46.1
01M363,NEIGHBORHOOD SCHOOL,3,2013,All Students,38,287,19,50,14,36.8,3,7.9,2,5.3,5,13.2
01M363,NEIGHBORHOOD SCHOOL,3,2014,All Students,28,294,14,50,6,21.4,7,25,1,3.6,8,28.6
01M363,NEIGHBORHOOD SCHOOL,3,2015,All Students,4,s,s,s,s,s,s,s,s,s,s,s
01M363,NEIGHBORHOOD SCHOOL,4,2013,All Students,44,305,11,25,19,43.2,10,22.7,4,9.1,14,31.8
01M363,NEIGHBORHOOD SCHOOL,4,2014,All Students,20,308,4,20,9,45,4,20,3,15,7,35
01M363,NEIGHBORHOOD SCHOOL,4,2015,All Students,21,304,5,23.8,11,52.4,3,14.3,2,9.5,5,23.8
01M363,NEIGHBORHOOD SCHOOL,5,2013,All Students,28,304,6,21.4,14,50,7,25,1,3.6,8,28.6
01M363,NEIGHBORHOOD SCHOOL,5,2014,All Students,28,298,7,25,13,46.4,8,28.6,0,0,8,28.6
01M363,NEIGHBORHOOD SCHOOL,5,2015,All Students,16,303,6,37.5,4,25,6,37.5,0,0,6,37.5
01M363,NEIGHBORHOOD SCHOOL,All Grades,2013,All Students,110,299,36,32.7,47,42.7,20,18.2,7,6.4,27,24.5
01M363,NEIGHBORHOOD SCHOOL,All Grades,2014,All Students,76,299,25,32.9,28,36.8,19,25,4,5.3,23,30.3
01M363,NEIGHBORHOOD SCHOOL,All Grades,2015,All Students,41,303,12,29.3,18,43.9,9,22,2,4.9,11,26.8
01M364,EARTH SCHOOL,3,2013,All Students,33,297,11,33.3,14,42.4,5,15.2,3,9.1,8,24.2
01M364,EARTH SCHOOL,3,2014,All Students,29,317,2,6.9,11,37.9,15,51.7,1,3.4,16,55.2
01M364,EARTH SCHOOL,3,2015,All Students,14,304,4,28.6,7,50,3,21.4,0,0,3,21.4
01M364,EARTH SCHOOL,4,2013,All Students,34,311,5,14.7,14,41.2,12,35.3,3,8.8,15,44.1
01M364,EARTH SCHOOL,4,2014,All Students,23,308,5,21.7,6,26.1,11,47.8,1,4.3,12,52.2
01M364,EARTH SCHOOL,4,2015,All Students,19,331,1,5.3,3,15.8,9,47.4,6,31.6,15,78.9
01M364,EARTH SCHOOL,5,2013,All Students,28,305,9,32.1,12,42.9,3,10.7,4,14.3,7,25
01M364,EARTH SCHOOL,5,2014,All Students,18,320,2,11.1,6,33.3,5,27.8,5,27.8,10,55.6
01M364,EARTH SCHOOL,5,2015,All Students,9,320,1,11.1,3,33.3,4,44.4,1,11.1,5,55.6
01M364,EARTH SCHOOL,All Grades,2013,All Students,95,305,25,26.3,40,42.1,20,21.1,10,10.5,30,31.6
01M364,EARTH SCHOOL,All Grades,2014,All Students,70,315,9,12.9,23,32.9,31,44.3,7,10,38,54.3
01M364,EARTH SCHOOL,All Grades,2015,All Students,42,320,6,14.3,13,31,16,38.1,7,16.7,23,54.8
01M378,SCHOOL FOR GLOBAL LEADERS,6,2013,All Students,60,286,24,40,31,51.7,1,1.7,4,6.7,5,8.3
01M378,SCHOOL FOR GLOBAL LEADERS,6,2014,All Students,73,287,23,31.5,45,61.6,3,4.1,2,2.7,5,6.8
01M378,SCHOOL FOR GLOBAL LEADERS,6,2015,All Students,71,285,32,45.1,28,39.4,10,14.1,1,1.4,11,15.5
01M378,SCHOOL FOR GLOBAL LEADERS,7,2013,All Students,84,283,47,56,26,31,10,11.9,1,1.2,11,13.1
01M378,SCHOOL FOR GLOBAL LEADERS,7,2014,All Students,61,287,34,55.7,18,29.5,7,11.5,2,3.3,9,14.8
01M378,SCHOOL FOR GLOBAL LEADERS,7,2015,All Students,69,287,33,47.8,25,36.2,10,14.5,1,1.4,11,15.9
01M378,SCHOOL FOR GLOBAL LEADERS,8,2013,All Students,81,289,32,39.5,37,45.7,10,12.3,2,2.5,12,14.8
01M378,SCHOOL FOR GLOBAL LEADERS,8,2014,All Students,84,290,29,34.5,41,48.8,11,13.1,3,3.6,14,16.7
01M378,SCHOOL FOR GLOBAL LEADERS,8,2015,All Students,63,293,21,33.3,28,44.4,10,15.9,4,6.3,14,22.2
01M378,SCHOOL FOR GLOBAL LEADERS,All Grades,2013,All Students,225,286,103,45.8,94,41.8,21,9.3,7,3.1,28,12.4
01M378,SCHOOL FOR GLOBAL LEADERS,All Grades,2014,All Students,218,288,86,39.4,104,47.7,21,9.6,7,3.2,28,12.8
01M378,SCHOOL FOR GLOBAL LEADERS,All Grades,2015,All Students,203,288,86,42.4,81,39.9,30,14.8,6,3,36,17.7
01M450,EAST SIDE COMMUNITY SCHOOL,6,2013,All Students,80,311,11,13.8,43,53.8,10,12.5,16,20,26,32.5
01M450,EAST SIDE COMMUNITY SCHOOL,6,2014,All Students,86,300,21,24.4,41,47.7,12,14,12,14,24,27.9
01M450,EAST SIDE COMMUNITY SCHOOL,6,2015,All Students,94,312,11,11.7,43,45.7,24,25.5,16,17,40,42.6
01M450,EAST SIDE COMMUNITY SCHOOL,7,2013,All Students,76,298,23,30.3,34,44.7,18,23.7,1,1.3,19,25
01M450,EAST SIDE COMMUNITY SCHOOL,7,2014,All Students,80,310,11,13.8,37,46.3,23,28.8,9,11.3,32,40
01M450,EAST SIDE COMMUNITY SCHOOL,7,2015,All Students,56,303,15,26.8,22,39.3,15,26.8,4,7.1,19,33.9
01M450,EAST SIDE COMMUNITY SCHOOL,8,2013,All Students,61,299,18,29.5,27,44.3,12,19.7,4,6.6,16,26.2
01M450,EAST SIDE COMMUNITY SCHOOL,8,2014,All Students,71,307,11,15.5,30,42.3,25,35.2,5,7,30,42.3
01M450,EAST SIDE COMMUNITY SCHOOL,8,2015,All Students,64,313,5,7.8,29,45.3,22,34.4,8,12.5,30,46.9
01M450,EAST SIDE COMMUNITY SCHOOL,All Grades,2013,All Students,217,303,52,24,104,47.9,40,18.4,21,9.7,61,28.1
01M450,EAST SIDE COMMUNITY SCHOOL,All Grades,2014,All Students,237,306,43,18.1,108,45.6,60,25.3,26,11,86,36.3
01M450,EAST SIDE COMMUNITY SCHOOL,All Grades,2015,All Students,214,310,31,14.5,94,43.9,61,28.5,28,13.1,89,41.6
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",3,2013,All Students,133,354,0,0,5,3.8,71,53.4,57,42.9,128,96.2
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",3,2014,All Students,109,357,0,0,4,3.7,52,47.7,53,48.6,105,96.3
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",3,2015,All Students,111,357,1,0.9,8,7.2,37,33.3,65,58.6,102,91.9
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",4,2013,All Students,107,353,0,0,1,0.9,35,32.7,71,66.4,106,99.1
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",4,2014,All Students,134,352,0,0,7,5.2,38,28.4,89,66.4,127,94.8
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",4,2015,All Students,107,356,0,0,2,1.9,29,27.1,76,71,105,98.1
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",5,2013,All Students,101,346,2,2,7,6.9,40,39.6,52,51.5,92,91.1
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",5,2014,All Students,107,350,0,0,4,3.7,36,33.6,67,62.6,103,96.3
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",5,2015,All Students,130,349,0,0,8,6.2,39,30,83,63.8,122,93.8
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",6,2013,All Students,147,353,0,0,13,8.8,20,13.6,114,77.6,134,91.2
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",6,2014,All Students,146,350,0,0,11,7.5,23,15.8,112,76.7,135,92.5
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",6,2015,All Students,136,354,0,0,13,9.6,13,9.6,110,80.9,123,90.4
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",7,2013,All Students,136,353,0,0,7,5.1,38,27.9,91,66.9,129,94.9
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",7,2014,All Students,136,346,1,0.7,7,5.1,62,45.6,66,48.5,128,94.1
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",7,2015,All Students,127,346,0,0,10,7.9,53,41.7,64,50.4,117,92.1
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",8,2013,All Students,119,347,0,0,5,4.2,42,35.3,72,60.5,114,95.8
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",8,2014,All Students,131,352,0,0,5,3.8,38,29,88,67.2,126,96.2
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",8,2015,All Students,134,346,0,0,6,4.5,44,32.8,84,62.7,128,95.5
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",All Grades,2013,All Students,743,351,2,0.3,38,5.1,246,33.1,457,61.5,703,94.6
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",All Grades,2014,All Students,763,351,1,0.1,38,5,249,32.6,475,62.3,724,94.9
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",All Grades,2015,All Students,745,351,1,0.1,47,6.3,215,28.9,482,64.7,697,93.6
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,6,2013,All Students,121,306,25,20.7,56,46.3,19,15.7,21,17.4,40,33.1
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,6,2014,All Students,115,307,19,16.5,56,48.7,24,20.9,16,13.9,40,34.8
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,6,2015,All Students,91,313,12,13.2,38,41.8,25,27.5,16,17.6,41,45.1
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,7,2013,All Students,128,305,29,22.7,55,43,36,28.1,8,6.3,44,34.4
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,7,2014,All Students,115,310,18,15.7,44,38.3,45,39.1,8,7,53,46.1
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,7,2015,All Students,114,309,19,16.7,47,41.2,40,35.1,8,7,48,42.1
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,8,2013,All Students,117,308,24,20.5,43,36.8,32,27.4,18,15.4,50,42.7
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,8,2014,All Students,110,312,16,14.5,47,42.7,29,26.4,18,16.4,47,42.7
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,8,2015,All Students,69,318,6,8.7,18,26.1,36,52.2,9,13,45,65.2
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,All Grades,2013,All Students,366,306,78,21.3,154,42.1,87,23.8,47,12.8,134,36.6
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,All Grades,2014,All Students,340,310,53,15.6,147,43.2,98,28.8,42,12.4,140,41.2
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,All Grades,2015,All Students,274,313,37,13.5,103,37.6,101,36.9,33,12,134,48.9
02M001,P.S. 001 ALFRED E. SMITH,3,2013,All Students,67,299,21,31.3,27,40.3,17,25.4,2,3,19,28.4
02M001,P.S. 001 ALFRED E. SMITH,3,2014,All Students,80,291,36,45,28,35,15,18.8,1,1.3,16,20
02M001,P.S. 001 ALFRED E. SMITH,3,2015,All Students,64,299,21,32.8,24,37.5,16,25,3,4.7,19,29.7
02M001,P.S. 001 ALFRED E. SMITH,4,2013,All Students,71,304,21,29.6,25,35.2,14,19.7,11,15.5,25,35.2
02M001,P.S. 001 ALFRED E. SMITH,4,2014,All Students,64,299,18,28.1,23,35.9,15,23.4,8,12.5,23,35.9
02M001,P.S. 001 ALFRED E. SMITH,4,2015,All Students,75,305,15,20,35,46.7,18,24,7,9.3,25,33.3
02M001,P.S. 001 ALFRED E. SMITH,5,2013,All Students,62,308,17,27.4,15,24.2,22,35.5,8,12.9,30,48.4
02M001,P.S. 001 ALFRED E. SMITH,5,2014,All Students,72,308,21,29.2,19,26.4,18,25,14,19.4,32,44.4
02M001,P.S. 001 ALFRED E. SMITH,5,2015,All Students,63,299,18,28.6,22,34.9,16,25.4,7,11.1,23,36.5
02M001,P.S. 001 ALFRED E. SMITH,All Grades,2013,All Students,200,303,59,29.5,67,33.5,53,26.5,21,10.5,74,37
02M001,P.S. 001 ALFRED E. SMITH,All Grades,2014,All Students,216,299,75,34.7,70,32.4,48,22.2,23,10.6,71,32.9
02M001,P.S. 001 ALFRED E. SMITH,All Grades,2015,All Students,202,301,54,26.7,81,40.1,50,24.8,17,8.4,67,33.2
02M002,P.S. 002 MEYER LONDON,3,2013,All Students,124,298,45,36.3,49,39.5,28,22.6,2,1.6,30,24.2
02M002,P.S. 002 MEYER LONDON,3,2014,All Students,122,299,36,29.5,51,41.8,32,26.2,3,2.5,35,28.7
02M002,P.S. 002 MEYER LONDON,3,2015,All Students,114,307,26,22.8,37,32.5,48,42.1,3,2.6,51,44.7
02M002,P.S. 002 MEYER LONDON,4,2013,All Students,133,308,25,18.8,55,41.4,34,25.6,19,14.3,53,39.8
02M002,P.S. 002 MEYER LONDON,4,2014,All Students,117,310,21,17.9,42,35.9,40,34.2,14,12,54,46.2
02M002,P.S. 002 MEYER LONDON,4,2015,All Students,113,312,14,12.4,41,36.3,47,41.6,11,9.7,58,51.3
02M002,P.S. 002 MEYER LONDON,5,2013,All Students,110,312,19,17.3,43,39.1,37,33.6,11,10,48,43.6
02M002,P.S. 002 MEYER LONDON,5,2014,All Students,134,303,41,30.6,42,31.3,30,22.4,21,15.7,51,38.1
02M002,P.S. 002 MEYER LONDON,5,2015,All Students,113,305,25,22.1,50,44.2,29,25.7,9,8,38,33.6
02M002,P.S. 002 MEYER LONDON,All Grades,2013,All Students,367,306,89,24.3,147,40.1,99,27,32,8.7,131,35.7
02M002,P.S. 002 MEYER LONDON,All Grades,2014,All Students,373,304,98,26.3,135,36.2,102,27.3,38,10.2,140,37.5
02M002,P.S. 002 MEYER LONDON,All Grades,2015,All Students,340,308,65,19.1,128,37.6,124,36.5,23,6.8,147,43.2
02M003,P.S. 003 CHARRETTE SCHOOL,3,2013,All Students,119,328,4,3.4,34,28.6,71,59.7,10,8.4,81,68.1
02M003,P.S. 003 CHARRETTE SCHOOL,3,2014,All Students,106,324,12,11.3,30,28.3,55,51.9,9,8.5,64,60.4
02M003,P.S. 003 CHARRETTE SCHOOL,3,2015,All Students,152,322,20,13.2,37,24.3,83,54.6,12,7.9,95,62.5
02M003,P.S. 003 CHARRETTE SCHOOL,4,2013,All Students,105,323,9,8.6,34,32.4,32,30.5,30,28.6,62,59
02M003,P.S. 003 CHARRETTE SCHOOL,4,2014,All Students,117,324,6,5.1,36,30.8,44,37.6,31,26.5,75,64.1
02M003,P.S. 003 CHARRETTE SCHOOL,4,2015,All Students,106,329,5,4.7,24,22.6,39,36.8,38,35.8,77,72.6
02M003,P.S. 003 CHARRETTE SCHOOL,5,2013,All Students,97,326,6,6.2,25,25.8,44,45.4,22,22.7,66,68
02M003,P.S. 003 CHARRETTE SCHOOL,5,2014,All Students,105,320,17,16.2,29,27.6,29,27.6,30,28.6,59,56.2
02M003,P.S. 003 CHARRETTE SCHOOL,5,2015,All Students,99,320,8,8.1,40,40.4,36,36.4,15,15.2,51,51.5
02M003,P.S. 003 CHARRETTE SCHOOL,6,2013,All Students,2,s,s,s,s,s,s,s,s,s,s,s
02M003,P.S. 003 CHARRETTE SCHOOL,All Grades,2013,All Students,323,325,21,6.5,93,28.8,147,45.5,62,19.2,209,64.7
02M003,P.S. 003 CHARRETTE SCHOOL,All Grades,2014,All Students,328,323,35,10.7,95,29,128,39,70,21.3,198,60.4
02M003,P.S. 003 CHARRETTE SCHOOL,All Grades,2015,All Students,357,323,33,9.2,101,28.3,158,44.3,65,18.2,223,62.5
02M006,P.S. 006 LILLIE D. BLAKE,3,2013,All Students,113,331,7,6.2,25,22.1,63,55.8,18,15.9,81,71.7
02M006,P.S. 006 LILLIE D. BLAKE,3,2014,All Students,132,323,11,8.3,35,26.5,78,59.1,8,6.1,86,65.2
02M006,P.S. 006 LILLIE D. BLAKE,3,2015,All Students,123,334,6,4.9,27,22,65,52.8,25,20.3,90,73.2
02M006,P.S. 006 LILLIE D. BLAKE,4,2013,All Students,129,334,9,7,24,18.6,42,32.6,54,41.9,96,74.4
02M006,P.S. 006 LILLIE D. BLAKE,4,2014,All Students,106,326,3,2.8,29,27.4,47,44.3,27,25.5,74,69.8
02M006,P.S. 006 LILLIE D. BLAKE,4,2015,All Students,118,334,2,1.7,25,21.2,48,40.7,43,36.4,91,77.1
02M006,P.S. 006 LILLIE D. BLAKE,5,2013,All Students,119,333,9,7.6,24,20.2,41,34.5,45,37.8,86,72.3
02M006,P.S. 006 LILLIE D. BLAKE,5,2014,All Students,118,340,4,3.4,22,18.6,33,28,59,50,92,78
02M006,P.S. 006 LILLIE D. BLAKE,5,2015,All Students,89,337,0,0,21,23.6,33,37.1,35,39.3,68,76.4
02M006,P.S. 006 LILLIE D. BLAKE,All Grades,2013,All Students,361,333,25,6.9,73,20.2,146,40.4,117,32.4,263,72.9
02M006,P.S. 006 LILLIE D. BLAKE,All Grades,2014,All Students,356,329,18,5.1,86,24.2,158,44.4,94,26.4,252,70.8
02M006,P.S. 006 LILLIE D. BLAKE,All Grades,2015,All Students,330,335,8,2.4,73,22.1,146,44.2,103,31.2,249,75.5
02M011,P.S. 011 WILLIAM T. HARRIS,3,2013,All Students,105,315,20,19,32,30.5,45,42.9,8,7.6,53,50.5
02M011,P.S. 011 WILLIAM T. HARRIS,3,2014,All Students,127,317,19,15,28,22,76,59.8,4,3.1,80,63
02M011,P.S. 011 WILLIAM T. HARRIS,3,2015,All Students,144,318,29,20.1,43,29.9,49,34,23,16,72,50
02M011,P.S. 011 WILLIAM T. HARRIS,4,2013,All Students,109,320,13,11.9,37,33.9,32,29.4,27,24.8,59,54.1
02M011,P.S. 011 WILLIAM T. HARRIS,4,2014,All Students,97,316,24,24.7,19,19.6,23,23.7,31,32,54,55.7
02M011,P.S. 011 WILLIAM T. HARRIS,4,2015,All Students,130,326,10,7.7,37,28.5,32,24.6,51,39.2,83,63.8
02M011,P.S. 011 WILLIAM T. HARRIS,5,2013,All Students,87,326,7,8,24,27.6,31,35.6,25,28.7,56,64.4
02M011,P.S. 011 WILLIAM T. HARRIS,5,2014,All Students,107,322,19,17.8,26,24.3,30,28,32,29.9,62,57.9
